,ID,Name,Age,Nationality,Overall,Potential,Club,Contract,Value,Wage,Total stat
4180,208594,Mathias Bossaerts,20,Belgium,64,72,KV Oostende,2016 ~ 2019,€575K,€4K,1484
4181,208777,Óliver Torres Muñoz,26,Spain,77,78,Sevilla FC,2019 ~ 2024,€12.5M,€27K,1960
4182,208787,Adrien Thomasson,27,France,77,77,RC Strasbourg Alsace,2018 ~ 2024,€11M,€25K,2079
4183,209523,Derlis González,27,Paraguay,74,74,Club Olimpia,2020 ~ 2024,€4.5M,€1K,1941
4184,209618,Florian Tardieu,29,France,72,72,ESTAC Troyes,2019 ~ 2024,€2M,€13K,1932
4185,209701,Joey Pelupessy,28,Netherlands,68,68,GZT Giresunspor,2021 ~ 2022,€1.1M,€6K,1789
4186,209744,Eugenio Mena,32,Chile,77,77,Racing Club,2018 ~ 2022,€7.5M,€19K,1969
4187,209892,Bryan Rabello,27,Chile,69,70,Unión Española,2021 ~ 2022,€1.6M,€3K,1875
4188,209997,Kevin Wimmer,28,Austria,69,69,SK Rapid Wien,2021 ~ 2023,€1.2M,€13K,1550
4189,210287,Jhon Córdoba,27,Colombia,77,77,Hertha BSC,2020 ~ 2024,€11.5M,€47K,1959
4190,210320,Ibrahima Mbaye,26,Senegal,71,72,Bologna,2015 ~ 2023,€2M,€18K,1822
4191,210374,Juan Pablo Vigón,29,Mexico,75,75,Tigres U.A.N.L.,2021 ~ 2025,€5.5M,€42K,2043
4192,210381,Charalampos Lykogiannis,27,Greece,68,68,Cagliari,2018 ~ 2022,€1.2M,€11K,1858
4193,210384,Ridgeciano Haps,28,Suriname,75,75,Venezia FC,2021 ~ 2024,€5M,€19K,1982
4194,210602,Salem Al Dawsari,29,Saudi Arabia,76,76,Al Hilal,2011 ~ 2025,€7.5M,€41K,1986
4195,210619,Jordi Quintillà Guasch,27,Spain,72,72,FC St. Gallen 1879,2022 ~ 2025,€2.2M,€8K,1986
4196,210625,Kevin Mbabu,26,Switzerland,77,78,VfL Wolfsburg,2019 ~ 2023,€11.5M,€50K,1952
4197,210635,Kortney Hause,25,England,75,77,Aston Villa,2019 ~ 2025,€6M,€46K,1730
4198,210646,André Rømer,27,Denmark,69,70,IF Elfsborg,2021 ~ 2024,€1.4M,€3K,1818
4199,210665,Marcel Halstenberg,29,Germany,78,78,RB Leipzig,2015 ~ 2022,€12M,€64K,2075
4200,200752,Juan Guilherme Nunes Jesus,30,Brazil,74,74,Napoli,2021 ~ 2022,€3.5M,€42K,1676
4201,200758,Liam Moore,28,Jamaica,68,68,Stoke City,"Jun 30, 2022 On Loan",€1M,€11K,1615
4202,200841,Carl Jenkinson,29,England,67,67,Melbourne City FC,"Jun 30, 2022 On Loan",€900K,€15K,1815
4203,200869,Matty Kosylo,17,England,49,53,Stockport County,2009 ~ 2011,€0,€0,1169
4204,201073,Nicolas De Préville,30,France,72,72,FC Metz,2021 ~ 2024,€2.3M,€15K,1932
4205,201093,Nick Powell,27,England,73,73,Stoke City,2019 ~ 2022,€3.2M,€23K,1936
4206,201095,Agustín Marchesín,33,Argentina,80,80,FC Porto,2019 ~ 2023,€7M,€13K,1356
4207,201155,Ravel Morrison,28,Jamaica,69,69,Derby County,2021 ~ 2022,€1.4M,€8K,1770
4208,201269,Frederik Rønnow,28,Denmark,74,74,1. FC Union Berlin,2021 ~ 2024,€3M,€20K,1120
4209,201304,Bashkim Kadrii,29,Denmark,69,69,Odense Boldklub,2021 ~ 2024,€1.4M,€8K,1913
4210,201403,Álvaro Vázquez García,30,Spain,67,67,Kerala Blasters FC,2021 ~ 2022,€1M,€1K,1775
4211,201446,George Moncur,27,England,67,67,Hull City,2021 ~ 2023,€1.1M,€5K,1757
4212,201454,Faouzi Ghoulam,30,Algeria,75,75,Napoli,2014 ~ 2022,€4.8M,€45K,2027
4213,201512,Pierre Sagna,30,Senegal,67,67,Santa Clara,2020 ~ 2024,€875K,€2K,1737
4214,201549,Nemanja Nikolić,33,Hungary,69,69,,Free,€0,€0,1736
4215,201818,Ahmed Musa,28,Nigeria,72,72,Fatih Karagümrük S.K.,2021 ~ 2023,€2.4M,€12K,1782
4216,201895,Diego Fagundez,26,Uruguay,70,70,Austin FC,2021 ~ 2022,€1.7M,€5K,1800
4217,201901,Carl Winchester,28,Northern Ireland,66,66,Sunderland,2021 ~ 2023,€775K,€4K,1858
4218,201939,Cristiano Piccini,28,Italy,74,74,Valencia CF,2018 ~ 2022,€3.8M,€27K,1807
4219,201945,Danny Amankwaa,25,Denmark,61,64,SønderjyskE,2019 ~ 2019,€325K,€2K,1491
4220,201982,Jonathan Schmid,31,France,75,75,Sport-Club Freiburg,2019 ~ 2025,€4.1M,€23K,2072
4221,202024,Remo Freuler,29,Switzerland,80,80,Atalanta,2016 ~ 2023,€20.5M,€58K,2059
4222,202077,Will Bruin,31,United States,67,67,Seattle Sounders FC,2017 ~ 2022,€850K,€3K,1690
4223,202078,Darlington Nagbe,30,United States,76,76,Columbus Crew,2019 ~ 2022,€7M,€9K,2038
4224,202170,Michael Boxall,32,New Zealand,69,69,Minnesota United FC,2017 ~ 2025,€900K,€4K,1691
4225,202282,Stuart Armstrong,29,Scotland,77,77,Southampton,2018 ~ 2024,€10.5M,€54K,2081
4226,202316,Timmy Chandler,31,United States,73,73,Eintracht Frankfurt,2014 ~ 2025,€2.5M,€22K,1998
4227,202493,Aleix Vidal Parreu,31,Spain,76,76,RCD Espanyol de Barcelona,2021 ~ 2023,€5.5M,€17K,2038
4228,202541,Jose Ignacio Peleteiro Ramallo,29,Spain,72,72,Deportivo Alavés,2020 ~ 2021,€2.3M,€18K,1743
4229,202562,Jérôme Roussillon,28,France,76,76,VfL Wolfsburg,2018 ~ 2023,€7M,€49K,2053
4230,202599,Igor Caique Coronado,28,Brazil,77,77,Al Ittihad,2021 ~ 2023,€10.5M,€41K,2022
4231,202620,Richard Boateng,28,Ghana,68,68,FC Cartagena,2021 ~ 2022,€1.2M,€4K,1881
4232,202651,Jesús Joaquín Fernández Sáez,27,Spain,80,80,Sevilla FC,2020 ~ 2025,€22.5M,€36K,1932
4233,202750,Willy Boly,30,Côte d'Ivoire,78,78,Wolverhampton Wanderers,2018 ~ 2023,€11.5M,€69K,1742
4234,202770,Connor Ripley,28,England,62,64,Preston North End,2019 ~ 2022,€350K,€5K,1015
4235,202814,Nathan Byrne,29,England,70,70,Derby County,2020 ~ 2022,€1.4M,€9K,1794
4236,202855,Long Tan,33,China PR,67,67,Changchun Yatai FC,2017 ~ 2025,€625K,€4K,1769
4237,202889,Alpaslan Öztürk,27,Turkey,70,71,Galatasaray SK,2021 ~ 2024,€1.6M,€25K,1792
4238,202925,Christian Kouakou,26,Sweden,65,66,IK Sirius,2021 ~ 2023,€850K,€2K,1598
4239,203128,Thomas Monconduit,30,France,72,72,FC Lorient,2020 ~ 2023,€2M,€13K,1899
4240,203287,Ellis Harrison,27,Wales,64,64,Fleetwood Town,2022 ~ 2023,€625K,€3K,1743
4241,203431,Weverson L. De Oliveira Moura,28,Brazil,72,72,FC Tokyo,2021 ~ 2023,€2.4M,€9K,1896
4242,203487,Jamaal Lascelles,27,England,75,76,Newcastle United,2014 ~ 2024,€5.5M,€33K,1594
4243,203581,Iván Balliu,29,Albania,74,74,Rayo Vallecano,2021 ~ 2023,€3.7M,€17K,1928
4244,203590,Florian Hübner,30,Germany,71,71,1. FC Nürnberg,2021 ~ 2023,€1.5M,€8K,1532
4245,203741,Thomas Delaine,29,France,73,73,FC Metz,2018 ~ 2022,€2.7M,€15K,1911
4246,203756,Matt Smith,32,England,66,66,Salford City,2022 ~ 2023,€700K,€7K,1530
4247,203843,Damián Suárez,33,Uruguay,78,78,Getafe CF,2015 ~ 2022,€7.5M,€28K,2103
4248,203864,Bruno Zuculini,28,Argentina,74,74,River Plate,2018 ~ 2023,€3.7M,€15K,1999
4249,203872,Gabriel Hauche,34,Argentina,74,74,Racing Club,2022 ~ 2023,€2M,€18K,1955
4250,203903,Lucas Andersen,26,Denmark,73,73,Aalborg BK,2019 ~ 2024,€3.3M,€14K,1814
4251,204105,Kenny Lala,29,France,74,74,Olympiacos CFP,2021 ~ 2023,€3.7M,€1K,2007
4252,204121,Jakub Brabec,28,Czech Republic,74,74,,Free,€0,€0,1826
4253,204451,Koray Günter,26,Germany,76,78,Hellas Verona,2020 ~ 2023,€8M,€24K,1686
4254,204472,Bouna Sarr,29,Senegal,74,74,FC Bayern München,2020 ~ 2024,€3.7M,€49K,2030
4255,204519,Cuco Martina,31,Curacao,66,66,Go Ahead Eagles,2021 ~ 2022,€625K,€3K,1794
4256,204760,Charlie Taylor,27,England,76,76,Burnley,2017 ~ 2024,€7M,€31K,1965
4257,204821,Youssef Toutouh,27,Denmark,63,63,FC Botoşani,2020 ~ 2022,€500K,€3K,1683
4258,204830,Álvaro Vadillo Cifuentes,26,Spain,70,70,Málaga CF,"Jun 30, 2022 On Loan",€1.7M,€10K,1767
4259,204863,Iván Sánchez Aguayo,28,Spain,72,72,Real Valladolid CF,"Jun 30, 2022 On Loan",€2.4M,€18K,1770
4260,193469,Víctor Ruiz Torre,32,Spain,78,78,Real Betis Balompié,2020 ~ 2023,€9M,€24K,1782
4261,193504,Steven Caulker,29,Sierra Leone,73,73,Gazişehir Gaziantep F.K.,"Jun 30, 2022 On Loan",€2.5M,€34K,1630
4262,193738,Younès Belhanda,31,Morocco,73,73,Adana Demirspor,2021 ~ 2024,€2.5M,€15K,2061
4263,193794,Asier Villalibre Molina,23,Spain,73,80,Athletic Club de Bilbao,2015 ~ 2023,€6M,€20K,1800
4264,193849,Conor Hourihane,30,Republic of Ireland,74,74,Sheffield United,"Jun 30, 2022 On Loan",€4M,€49K,2016
4265,193881,Filip Đuričić,29,Serbia,75,75,U.S. Sassuolo Calcio,2018 ~ 2022,€5.5M,€30K,1889
4266,193884,Sam Clucas,30,England,71,71,Stoke City,2018 ~ 2023,€1.8M,€18K,1960
4267,193893,Tom Fisher,19,England,45,57,Macclesfield Town,2011 ~ 2012,€70K,€1K,1212
4268,193910,Adam Forshaw,29,England,73,73,Leeds United,2018 ~ 2022,€2.6M,€51K,1924
4269,193942,Jack Colback,31,England,66,66,Nottingham Forest,2020 ~ 2022,€600K,€12K,1752
4270,194020,Judilson Mamadu Tuncará Gomes,29,Guinea Bissau,70,70,AS Monaco,2018 ~ 2023,€1.4M,€23K,1914
4271,194138,Andre Gray,30,Jamaica,72,72,Queens Park Rangers,"Jun 30, 2022 On Loan",€2.3M,€38K,1817
4272,194146,Kevin Long,30,Republic of Ireland,71,71,Burnley,2010 ~ 2023,€1.5M,€20K,1560
4273,194149,Fredrik Ulvestad,29,Norway,70,70,Demir Grup Sivasspor,2021 ~ 2023,€1.6M,€11K,1968
4274,194359,Yuto Nagatomo,34,Japan,71,71,FC Tokyo,2021 ~ 2023,€700K,€7K,1833
4275,194979,Tiago Miguel Baía Pinto,32,Portugal,75,75,MKE Ankaragücü,2018 ~ 2022,€3.9M,€23K,2012
4276,195096,Fransérgio Rodrigues Barbosa,30,Brazil,78,78,FC Girondins de Bordeaux,2021 ~ 2024,€13.5M,€29K,2065
4277,195126,John Marquis,29,England,65,65,Lincoln City,2022 ~ 2022,€725K,€4K,1728
4278,195361,Javier López Rodríguez,35,Spain,71,71,Adelaide United,2020 ~ 2022,€575K,€2K,1870
4279,195838,Rafael Schuler Crivellaro,32,Brazil,69,69,Chennaiyin FC,2019 ~ 2022,€1.1M,€1K,1751
4280,195861,Yaroslav Rakitskyi,28,Ukraine,80,80,Shakhtar Donetsk,2009 ~ 2022,€12M,€2K,2113
4281,196069,José Pedro Fuenzalida,36,Chile,74,74,Universidad Católica,2016 ~ 2022,€1.4M,€10K,2034
4282,196318,Serdar Gürler,29,Turkey,73,73,İstanbul Başakşehir FK,2022 ~ 2025,€3M,€29K,1807
4283,196934,Oğuzhan Özyakup,28,Turkey,72,72,Beşiktaş JK,2012 ~ 2022,€2.3M,€30K,1976
4284,197031,Marvin Ducksch,27,Germany,74,74,SV Werder Bremen,2021 ~ 2024,€4.6M,€13K,1849
4285,197774,Conor McAleny,28,England,62,62,Salford City,2021 ~ 2023,€400K,€4K,1617
4286,198009,Mattia Perin,28,Italy,80,81,Juventus,2018 ~ 2022,€16.5M,€64K,1268
4287,198023,Joaquín Navarro Jiménez,31,Spain,74,74,Deportivo Alavés,2018 ~ 2022,€3.1M,€19K,1879
4288,198077,Patrick Herrmann,30,Germany,73,73,Borussia Mönchengladbach,2010 ~ 2022,€2.9M,€22K,1857
4289,198113,Marco Höger,31,Germany,69,69,SV Waldhof Mannheim 07,2021 ~ 2023,€975K,€2K,1861
4290,198133,Leandro Bacuna,29,Curacao,68,68,Cardiff City,2019 ~ 2023,€1.2M,€14K,2014
4291,198164,Jonathan Viera Ramos,31,Spain,79,79,Unión Deportiva Las Palmas,2021 ~ 2026,€14.5M,€14K,2117
4292,198504,Josip Drmić,27,Switzerland,70,70,Norwich City,2019 ~ 2022,€1.7M,€8K,1836
4293,198624,Joe Shaughnessy,28,Republic of Ireland,65,65,St. Mirren,2020 ~ 2023,€625K,€2K,1524
4294,198749,Joe Corona,30,United States,69,69,Houston Dynamo,2020 ~ 2022,€1.2M,€4K,1881
4295,198836,Vincent Pajot,30,France,71,71,FC Metz,2020 ~ 2022,€1.8M,€12K,1904
4296,198949,Kévin Malcuit,29,France,74,74,Napoli,2018 ~ 2022,€3.7M,€44K,1974
4297,199069,Vincent Aboubakar,29,Cameroon,77,77,Al Nassr,2021 ~ 2024,€10.5M,€44K,1942
4298,199179,Anselmo Ramon Alves Erculano,25,Brazil,70,74,Cruzeiro,2007 ~ 2016,€1.6M,€25K,1732
4299,199206,Domagoj Vida,32,Croatia,77,77,Beşiktaş JK,2018 ~ 2022,€7M,€39K,1806
4300,199274,Ilja Nestorovski,31,North Macedonia,71,71,Udinese Calcio,2019 ~ 2022,€1.6M,€12K,1773
4301,199288,Anthony Losilla,35,France,74,74,VfL Bochum 1848,2014 ~ 2023,€1.2M,€14K,1871
4302,199323,Jaroslav Zelený,28,Czech Republic,72,72,,Free,€0,€0,1885
4303,199504,Taulant Xhaka,30,Albania,71,71,FC Basel 1893,2010 ~ 2024,€1.6M,€9K,1934
4304,199667,Ramiro Funes Mori,30,Argentina,72,72,Al Nassr,2021 ~ 2023,€1.9M,€24K,1779
4305,199669,Leandro González Pirez,29,Argentina,73,73,River Plate,"Dec 31, 2023 On Loan",€2.5M,€7K,1840
4306,199745,Erik Sviatchenko,29,Denmark,76,76,FC Midtjylland,2018 ~ 2024,€6.5M,€26K,1861
4307,199813,Gernot Trauner,29,Austria,78,78,Feyenoord,2021 ~ 2025,€12M,€13K,1960
4308,199908,Felicio Brown Forbes,29,Costa Rica,65,65,Wisła Kraków,2020 ~ 2022,€725K,€3K,1715
4309,199912,Sonny Kittel,28,Germany,74,74,Hamburger SV,2019 ~ 2023,€4.2M,€14K,1865
4310,200141,Adama Touré,22,Mali,62,70,Real Sporting de Gijón,2012 ~ 2016,€300K,€4K,1566
4311,200195,Ramón Rodríguez da Silva,27,Brazil,58,58,SønderjyskE,2016 ~ 2019,€100K,€2K,1589
4312,200210,Antoni Sarcevic,29,England,65,65,Bolton Wanderers,2020 ~ 2022,€700K,€3K,1859
4313,200647,Josip Iličić,33,Slovenia,82,82,Atalanta,2017 ~ 2023,€19.5M,€70K,2036
4314,200667,Max Power,27,England,68,68,Wigan Athletic,2021 ~ 2023,€1.2M,€2K,1912
4315,200700,Alexander Merkel,29,Kazakhstan,68,68,Gazişehir Gaziantep F.K.,2021 ~ 2023,€1M,€6K,1887
4316,200715,Adam Davies,28,Wales,71,71,Sheffield United,2022 ~ 2022,€1.3M,€14K,1081
4317,200726,Benjamin Lecomte,30,France,79,80,Atlético de Madrid,"Jun 30, 2022 On Loan",€13M,€41K,1171
4320,186395,Matt Ritchie,31,Scotland,74,74,Newcastle United,2016 ~ 2023,€3.1M,€30K,2054
4321,186537,Cristhian Stuani,34,Uruguay,76,76,Girona FC,2017 ~ 2026,€3.6M,€14K,1994
4322,186551,Fernando Navarro,32,Mexico,75,75,Pachuca,2022 ~ 2024,€3.9M,€16K,2039
4323,187072,Lars Stindl,32,Germany,80,80,Borussia Mönchengladbach,2015 ~ 2023,€16.5M,€36K,2111
4324,187218,Miguel Jiménez,31,Mexico,66,66,Club Deportivo Guadalajara,2010 ~ 2022,€450K,€9K,1060
4325,187347,Igor Smolnikov,29,Russia,78,78,,Free,€0,€0,2028
4326,187478,Jair Pereira,33,Mexico,70,70,Club Necaxa,2020 ~ 2021,€750K,€7K,1524
4327,188005,Ignacio Camacho Barnola,30,Spain,74,74,VfL Wolfsburg,2017 ~ 2021,€3.5M,€32K,1893
4328,188313,Diogo Filipe Guerreiro Viana,31,Portugal,64,64,Campionii FC Arges,2021 ~ 2022,€475K,€2K,1760
4329,188335,Ante Budimir,29,Croatia,77,77,CA Osasuna,2021 ~ 2025,€10.5M,€32K,1722
4330,188556,Mohamed Diamé,34,Senegal,73,73,CF Fuenlabrada,2022 ~ 2022,€1.4M,€7K,2017
4331,189060,Aleksandar Dragović,30,Austria,76,76,,Free,€0,€0,1850
4332,189167,Aron Gunnarsson,32,Iceland,69,69,,Free,€0,€0,1840
4333,189234,Marcel Risse,31,Germany,68,68,Viktoria Köln,2021 ~ 2022,€1M,€3K,1937
4334,189251,Sebastian Rudy,31,Germany,76,76,TSG Hoffenheim,2021 ~ 2023,€6M,€32K,2034
4335,189271,Francis Coquelin,30,France,80,80,Villarreal CF,2020 ~ 2024,€20M,€39K,2102
4336,189272,Alexander Esswein,31,Germany,67,67,SV Sandhausen,2020 ~ 2024,€850K,€3K,1869
4337,189358,Shinji Kagawa,32,Japan,73,73,Sint-Truidense VV,2022 ~ 2022,€2.4M,€13K,1803
4338,189367,Filipe Figueiró,23,Brazil,59,67,,Free,€0,€0,1183
4339,189388,Dennis Diekmeier,31,Germany,70,70,SV Sandhausen,2019 ~ 2024,€1.2M,€5K,1736
4340,189451,Ariel Nahuelpan,33,Argentina,66,66,Gallos Blancos de Querétaro,2022 ~ 2024,€550K,€4K,1596
4341,189454,Damián Díaz,35,Ecuador,76,76,Barcelona Sporting Club,2016 ~ 2023,€3.1M,€1K,1940
4342,189482,José Antonio Ríos Reina,31,Spain,70,70,SD Ponferradina,2017 ~ 2022,€1.2M,€5K,1928
4343,189615,Aaron Cresswell,31,England,79,79,West Ham United,2014 ~ 2023,€12.5M,€66K,2061
4344,189680,Fábio Pereira da Silva,30,Brazil,72,72,FC Nantes,2018 ~ 2023,€2M,€17K,1946
4345,189690,Vicente Guaita Panadero,34,Spain,79,79,Crystal Palace,2018 ~ 2023,€3M,€45K,1369
4346,189860,Francisco Femenía Far,30,Spain,74,74,Watford,2017 ~ 2024,€3.6M,€39K,1967
4347,189869,James Vincent,27,England,62,62,Dundee FC,2016 ~ 2019,€300K,€2K,1654
4348,190014,Yannis Salibur,30,France,69,69,Fatih Karagümrük S.K.,2020 ~ 2022,€1.3M,€7K,1843
4349,190060,Nzuzi Toko,30,Congo DR,63,63,FC Würzburger Kickers,2020 ~ 2022,€400K,€2K,1792
4350,190149,Oscar De Marcos Arana,32,Spain,77,77,Athletic Club de Bilbao,2009 ~ 2022,€7.5M,€25K,2049
4351,190179,David Cornell,30,Wales,64,64,Peterborough United,2021 ~ 2023,€400K,€3K,1064
4352,190180,Ryan McGowan,31,Australia,67,67,,Free,€0,€0,1732
4353,190547,Kamil Glik,33,Poland,72,72,Benevento,2020 ~ 2023,€1.1M,€3K,1468
4354,190584,Asier Illarramendi,31,Spain,79,79,Real Sociedad,2015 ~ 2023,€12.5M,€34K,2031
4355,190633,Henrik Dalsgaard,31,Denmark,71,71,FC Midtjylland,2021 ~ 2024,€1.3M,€16K,1866
4356,190671,Mike Frantz,34,Germany,67,67,Hannover 96,2020 ~ 2022,€475K,€10K,1872
4357,190697,Stefan Strandberg,30,Norway,68,68,,Free,€0,€0,1651
4358,190742,Gustavo Fernández,29,Argentina,65,65,"Club Social, Cultural y Deportivo de Blooming",2020 ~ 2023,€725K,€500,1683
4359,190765,Pascal Groß,30,Germany,77,77,Brighton & Hove Albion,2017 ~ 2022,€10M,€55K,2035
4360,190780,Sean Johnson,32,United States,73,73,New York City FC,2016 ~ 2024,€1.5M,€6K,1235
4361,190799,Celso Borges,32,Costa Rica,74,74,Göztepe SK,2018 ~ 2021,€2.8M,€20K,1980
4362,191053,Tomás Rincón,33,Venezuela,72,72,U.C. Sampdoria,2022 ~ 2022,€1.4M,€14K,1985
4363,191076,Jóhann Berg Guðmundsson,30,Iceland,73,73,Burnley,2016 ~ 2023,€2.9M,€28K,2007
4364,191089,Connor Wickham,28,England,66,66,Milton Keynes Dons,2022 ~ 2022,€875K,€4K,1624
4365,191210,Sébastien Corchia,30,France,72,72,FC Nantes,2020 ~ 2023,€2M,€17K,1940
4366,192012,Diego Reyes,28,Mexico,70,71,Tigres U.A.N.L.,2019 ~ 2022,€1.5M,€22K,1486
4367,192064,Late Gao,30,China PR,79,79,Guangzhou FC,2020 ~ 2023,€17M,€32K,2034
4368,192320,Gary Gardner,29,England,68,68,Birmingham City,2019 ~ 2024,€1.2M,€10K,1947
4369,192397,Rafael Cabral Barbosa,31,Brazil,68,68,Reading,2019 ~ 2022,€650K,€9K,1149
4370,192430,George Donnelly,26,England,55,57,Tranmere Rovers,2014 ~ 2016,€120K,€2K,1469
4371,192641,Kevin Vogt,29,Germany,76,76,TSG Hoffenheim,2016 ~ 2025,€6.5M,€31K,1910
4372,192725,Maxime Le Marchand,31,France,72,72,RC Strasbourg Alsace,2021 ~ 2023,€1.6M,€15K,1757
4373,193092,Marco Rojas,29,New Zealand,68,68,Melbourne Victory,2020 ~ 2022,€1.2M,€5K,1772
4374,193133,Jens Stryger Larsen,30,Denmark,76,76,Udinese Calcio,2017 ~ 2022,€6.5M,€16K,1977
4375,193185,Scott Malone,30,England,72,72,Millwall,2021 ~ 2023,€2M,€11K,1893
4376,193201,Ömer Bayram,29,Turkey,68,68,Galatasaray SK,2018 ~ 2024,€1.1M,€19K,1938
4377,193254,Christopher Trimmel,34,Austria,77,77,1. FC Union Berlin,2014 ~ 2022,€3.9M,€29K,2003
4378,193278,Chris Mavinga,30,Congo DR,70,70,Toronto FC,2017 ~ 2022,€1.3M,€5K,1711
4379,193331,Karl Darlow,30,England,75,75,Newcastle United,2014 ~ 2025,€3.7M,€26K,1265
4380,169317,Tarik Elyounoussi,33,Norway,67,67,Shonan Bellmare,2020 ~ 2023,€650K,€2K,1841
4381,169721,Micah Richards,30,England,68,68,Aston Villa,2015 ~ 2019,€675K,€8K,1675
4382,169808,Urby Emanuelson,35,Netherlands,64,64,FC Utrecht,2017 ~ 2023,€230K,€3K,1788
4383,169898,Owain Fôn Williams,32,Wales,63,63,Hamilton Academical FC,2019 ~ 2024,€220K,€1K,1124
4384,170280,James McKeown,30,Republic of Ireland,62,62,Grimsby Town,2011 ~ 2022,€275K,€2K,1147
4385,172018,Jonatan Maidana,35,Argentina,73,73,River Plate,2021 ~ 2022,€800K,€9K,1640
4386,172049,Eljero Elia,33,Netherlands,74,74,FC Utrecht,2020 ~ 2022,€2.6M,€16K,1849
4387,173208,Domenico Criscito,34,Italy,76,76,Genoa,2018 ~ 2022,€2.4M,€16K,2067
4388,173373,Sergio Romero,34,Argentina,78,78,Venezia FC,2021 ~ 2022,€2.4M,€18K,1288
4389,173432,Héctor Moreno,33,Mexico,76,76,CF Monterrey ,2021 ~ 2026,€3.6M,€40K,1812
4390,173671,Kyle McFadzean,34,England,70,70,Coventry City,2019 ~ 2022,€525K,€12K,1476
4391,176733,Marcus Berg,34,Sweden,75,75,IFK Göteborg,2021 ~ 2023,€2.7M,€7K,1839
4392,176930,Marcelo Díaz,34,Chile,76,76,Club Libertad,2022 ~ 2022,€2.6M,€1K,2032
4393,176949,Bryan Ruíz,31,Costa Rica,76,76,Sporting CP,2015 ~ 2018,€7M,€20K,1909
4394,176971,Daniel Marques da Silva,27,Brazil,68,69,Ceará Sporting Club,2011 ~ 2012,€575K,€4K,1578
4395,177134,Demba Ba,35,Senegal,72,72,FC Lugano,2021 ~ 2022,€1M,€8K,1854
4396,177156,Nicolas Feldhahn,34,Germany,60,60,FC Bayern München,2022 ~ 2022,€80K,€8K,1380
4397,177279,Ruben Yttergård Jenssen,33,Norway,67,67,Tromsø IL,2020 ~ 2023,€500K,€2K,1884
4398,177389,Filipe Morais,34,Portugal,62,62,Grimsby Town,2020 ~ 2022,€190K,€2K,1683
4399,177765,Papiss Demba Cissé,36,Senegal,69,69,Çaykur Rizespor,2022 ~ 2022,€475K,€6K,1742
4400,177793,Greg Tansey,29,England,65,65,St. Mirren,2019 ~ 2020,€425K,€3K,1899
4401,177953,Clément Chantôme,30,France,68,68,Red Star FC,2018 ~ 2021,€675K,€3K,1880
4402,178007,Miguel Luís Pinto Veloso,35,Portugal,76,76,Hellas Verona,2019 ~ 2022,€3M,€20K,2016
4403,178019,Paul Turnbull,23,England,55,56,Northampton Town,2011 ~ 2013,€80K,€500,1511
4404,178085,Esteban Granero Molina,31,Spain,79,79,RCD Espanyol de Barcelona,2017 ~ 2020,€11M,€33K,2018
4405,178213,Etienne Capoue,32,France,79,79,Villarreal CF,2021 ~ 2023,€14M,€37K,2083
4406,178322,Miguel Layún,33,Mexico,72,72,Club América,2021 ~ 2024,€1.2M,€28K,2022
4407,178567,Erik Pieters,32,Netherlands,73,73,Burnley,2019 ~ 2022,€2.1M,€25K,1858
4408,179783,Ralf Fährmann,32,Germany,71,71,FC Schalke 04,2011 ~ 2025,€925K,€7K,1107
4409,179944,David Luiz Moreira Marinho,33,Brazil,79,79,Arsenal,2019 ~ 2021,€8.5M,€76K,2043
4410,180283,Sung Yueng Ki,32,Korea Republic,74,74,FC Seoul,2020 ~ 2023,€3.3M,€6K,1940
4411,181318,Albin Ekdal,31,Sweden,75,75,U.C. Sampdoria,2018 ~ 2022,€4.6M,€19K,1941
4412,181367, João Victor,23,Brazil,62,73,Cruzeiro,2008,€0,€0,1209
4413,182207,David Stockdale,35,England,69,69,Wycombe Wanderers,2020 ~ 2022,€150K,€3K,1155
4414,182209,Mark Beevers,31,England,67,67,Peterborough United,2019 ~ 2022,€700K,€5K,1486
4415,182435,Mitchell Langerak,32,Australia,72,72,Nagoya Grampus,2018 ~ 2023,€1.2M,€4K,1080
4416,182495,Martín Cáceres,34,Uruguay,75,75,Levante Unión Deportiva,2022 ~ 2022,€1.8M,€23K,1889
4417,182628,Tiago André Coelho Lopes,27,Portugal,68,68,FC Paços de Ferreira,2016 ~ 2020,€950K,€8K,1696
4418,183066,Mathieu Baudry,33,France,60,60,Swindon Town,2019 ~ 2022,€120K,€2K,1374
4419,183130,Marc Albrighton,31,England,76,76,Leicester City,2014 ~ 2024,€6M,€76K,2006
4420,183187,Valentin Stocker,32,Switzerland,72,72,FC Basel 1893,2018 ~ 2023,€1.9M,€11K,1879
4421,183287,Fabien Lemoine,34,France,72,72,FC Lorient,2017 ~ 2022,€800K,€13K,1885
4422,183420,Miguel Ángel Cordero Sánchez,32,Spain,65,65,FC Cartagena,2017 ~ 2021,€550K,€2K,1796
4423,183556,Neven Subotić,31,Serbia,71,71,SC Rheindorf Altach,2021 ~ 2021,€1.3M,€9K,1564
4424,183580,Nils Petersen,32,Germany,74,74,Sport-Club Freiburg,2015 ~ 2022,€3.4M,€26K,1771
4425,183855,Angelo Ogbonna,33,Italy,80,80,West Ham United,2015 ~ 2022,€10M,€70K,1732
4426,184037,Martin Kelly,31,England,74,74,Crystal Palace,2014 ~ 2022,€2.9M,€39K,1676
4427,184069,Sandro Wagner,31,Germany,77,77,Tianjin Jinmen Tiger FC,2019 ~ 2020,€8M,€19K,1736
